Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-01 00:00:00-03:00,8.112893526658809,8.198293005991053,7.799764590968153,7.828230857849121,90330100,0.0,0.0
2021-03-02 00:00:00-03:00,7.77129758481207,7.945653537707878,7.354978047101092,7.824671745300293,147772300,0.0,0.0
2021-03-03 00:00:00-03:00,7.757064519778521,7.789089153487101,7.287370796971764,7.540009498596191,185688500,0.0,0.0
2021-03-04 00:00:00-03:00,7.579148965168523,7.970560563831651,7.515100386788767,7.906511306762695,127843200,0.0,0.0
2021-03-05 00:00:00-03:00,7.984795185402209,8.262341101147475,7.931421023042681,7.967003345489502,126306300,0.0,0.0
2021-03-08 00:00:00-03:00,7.80688125383093,7.9278630566079045,7.458168639461771,7.5079851150512695,141142800,0.0,0.0
2021-03-09 00:00:00-03:00,7.600500666940282,7.810439638152948,7.422586330569502,7.6823410987854,122648000,0.0,0.0
2021-03-10 00:00:00-03:00,7.806881686992621,7.949213027954102,7.6787831407826035,7.949213027954102,111744100,0.0,0.0
2021-03-11 00:00:00-03:00,8.048844343027737,8.358414887746521,8.045285975093243,8.287249565124512,130577500,0.0,0.0
2021-03-12 00:00:00-03:00,8.237433968330594,8.31927440345533,8.134244002018828,8.244550704956055,68123200,0.0,0.0
2021-03-15 00:00:00-03:00,8.223200920826915,8.42246478938507,8.219642552623638,8.415348052978516,68295000,0.0,0.0
2021-03-16 00:00:00-03:00,8.40822992564177,8.426021763714944,8.26589861450251,8.283690452575684,43407900,0.0,0.0
2021-03-17 00:00:00-03:00,8.233875456639028,8.58614576919291,8.223201030576071,8.568354606628418,77966400,0.0,0.0
2021-03-18 00:00:00-03:00,8.49718793789418,8.504304673842022,8.20896691889958,8.269457817077637,77198900,0.0,0.0
2021-03-19 00:00:00-03:00,8.280134531225636,8.554122810295969,8.24810989192186,8.539889335632324,90244500,0.0,0.0
2021-03-22 00:00:00-03:00,8.429580978410243,8.461605611470855,8.26589944513497,8.36909008026123,44129300,0.0,0.0
2021-03-23 00:00:00-03:00,8.244549037057919,8.408229874194246,8.112892150878906,8.112892150878906,57124700,0.0,0.0
2021-03-24 00:00:00-03:00,8.251666317175752,8.376206476393554,8.120009422302246,8.120009422302246,63338300,0.0,0.0
2021-03-25 00:00:00-03:00,8.077310851620455,8.29080750461997,7.8851630494937215,8.25522518157959,79214500,0.0,0.0
2021-03-26 00:00:00-03:00,8.354856909540805,8.49718824011344,8.223200683269614,8.347740173339844,60918600,0.0,0.0
2021-03-29 00:00:00-03:00,8.30503992652599,8.479395866394043,8.283690399663778,8.479395866394043,50099700,0.0,0.0
2021-03-30 00:00:00-03:00,8.411788239526278,8.536328390486092,8.386880345072159,8.479395866394043,41959100,0.0,0.0
2021-03-31 00:00:00-03:00,8.46872285993795,8.6217293108185,8.461606801681874,8.575471878051758,68609400,0.0,0.0
2021-04-01 00:00:00-03:00,8.643078738240419,8.678661062363759,8.461606034716207,8.500746726989746,47232900,0.0,0.0
2021-04-05 00:00:00-03:00,8.586144971358571,8.611053546799415,8.426022487088849,8.554121017456055,40454400,0.0,0.0
2021-04-06 00:00:00-03:00,8.603937231835344,8.671544868246208,8.507863329360323,8.547004699707031,45934300,0.0,0.0
2021-04-07 00:00:00-03:00,8.518539802326282,8.660871155515602,8.51498143366037,8.539889335632324,55892200,0.0,0.0
2021-04-08 00:00:00-03:00,8.532770429920125,8.554120636489996,8.315715425973798,8.433138847351074,63231300,0.0,0.0
2021-04-09 00:00:00-03:00,8.361973887308034,8.461606160931781,8.315716458044108,8.415348052978516,47494400,0.0,0.0
2021-04-12 00:00:00-03:00,8.525654625351816,8.671545004752689,8.461606034716207,8.500746726989746,50592900,0.0,0.0
2021-04-13 00:00:00-03:00,8.532770365720712,8.579028467584807,8.429580416166404,8.52921199798584,53612300,0.0,0.0
2021-04-14 00:00:00-03:00,8.611054543337387,8.74626914650363,8.532771797413815,8.6644287109375,90836500,0.0,0.0
2021-04-15 00:00:00-03:00,8.716964201242321,8.76477846259737,8.466857107308375,8.492603302001953,64193600,0.792834,0.0
2021-04-16 00:00:00-03:00,8.507313847426389,8.547772548231555,8.38961657402709,8.441109657287598,59567300,0.0,0.0
2021-04-19 00:00:00-03:00,8.441111346902831,9.154651385094608,8.374906441981048,8.930291175842285,196519100,0.0,0.0
2021-04-20 00:00:00-03:00,8.948679150609763,9.044308358774357,8.739030798742837,8.761098861694336,94965400,0.0,0.0
2021-04-22 00:00:00-03:00,8.878797124979112,8.897187764102998,8.69857307075192,8.720641136169434,46600100,0.0,0.0
2021-04-23 00:00:00-03:00,8.783165846508538,8.80523460828216,8.647078656559467,8.71328353881836,60341000,0.0,0.0
2021-04-26 00:00:00-03:00,8.77213462979653,8.84569508509996,8.683861662513703,8.74638843536377,33281000,0.0,0.0
2021-04-27 00:00:00-03:00,8.761098567613836,8.889830216650129,8.4962797164917,8.4962797164917,76684900,0.0,0.0
2021-04-28 00:00:00-03:00,8.606622119822175,8.860407331613661,8.591910309814741,8.80523681640625,66374200,0.0,0.0
2021-04-29 00:00:00-03:00,8.871442250461161,8.933969025209967,8.613978895252858,8.687540054321289,49775900,0.0,0.0
